Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,-0.16169345,999.0,0.0,0.0,1.0
20000,1.4189383,-0.14070694,999.0,-2.375,-2.375,1.0
30000,1.4182785,-0.03212684,999.0,0.0,0.0,1.0
40000,1.4181894,0.029943928,999.0,-0.23333333333333334,-0.23333333333333334,1.0
50000,1.4166873,0.0057719676,999.0,0.0,0.0,1.0
60000,1.4162387,0.036869787,999.0,-6.6875,-6.6875,1.0
70000,1.4164639,0.0061594252,999.0,-1.375,-1.375,1.0
80000,1.4165937,-0.03350815,999.0,-0.3,-0.3,1.0
90000,1.4164824,0.035378866,999.0,0.0,0.0,1.0
100000,1.4163824,-0.017235631,999.0,-0.8125,-0.8125,1.0
110000,1.4158182,-0.010339216,999.0,-0.1875,-0.1875,1.0
120000,1.4152144,0.021807346,999.0,-0.06666666666666667,-0.06666666666666667,1.0
130000,1.4149104,0.027091939,999.0,0.0,0.0,1.0
140000,1.4143811,0.025008228,999.0,-0.18157847225666046,-0.18157847225666046,1.0
150000,1.413938,0.036055226,999.0,-0.125,-0.125,1.0
160000,1.4128225,0.039416425,999.0,-0.06666666666666667,-0.06666666666666667,1.0
170000,1.4127653,0.047982603,999.0,0.0,0.0,1.0
180000,1.4125253,0.034819182,999.0,0.0,0.0,1.0
190000,1.4124677,0.04307633,999.0,-0.0625,-0.0625,1.0
200000,1.4118226,0.038423393,999.0,0.0,0.0,1.0
210000,1.4118226,0.030112034,999.0,0.022554549905988906,0.022554549905988906,1.0
220000,1.4096923,0.033248596,999.0,-0.0625,-0.0625,1.0
230000,1.4096438,0.033080515,999.0,0.0,0.0,1.0
240000,1.4098134,0.037215713,999.0,0.0,0.0,1.0
250000,1.4098461,0.036662407,999.0,0.020899745325247448,0.020899745325247448,1.0
260000,1.4103833,0.033509966,999.0,0.0,0.0,1.0
270000,1.410534,0.040041972,999.0,0.0,0.0,1.0
280000,1.4110075,0.036353946,999.0,0.0,0.0,1.0
290000,1.4112238,0.031934332,999.0,0.0,0.0,1.0
300000,1.4108593,0.029230595,999.0,-0.25,-0.25,1.0
310000,1.4105778,0.033619538,999.0,0.0,0.0,1.0
320000,1.410957,0.030404815,999.0,0.0,0.0,1.0
330000,1.4113749,0.028135914,999.0,0.0,0.0,1.0
340000,1.4110098,0.028346831,999.0,0.0,0.0,1.0
350000,1.4104189,0.025877062,999.0,0.0,0.0,1.0
360000,1.4097987,0.023891918,999.0,0.0,0.0,1.0
370000,1.4081644,0.022105318,999.0,0.10618465476565891,0.10618465476565891,1.0
380000,1.4080179,0.021938017,999.0,0.0,0.0,1.0
390000,1.4073735,0.021287518,999.0,0.36284640431404114,0.36284640431404114,1.0
400000,1.4074099,0.020272112,999.0,0.0,0.0,1.0
410000,1.4079494,0.021746924,999.0,0.0,0.0,1.0
420000,1.4079494,0.022619106,999.0,0.07742353715002537,0.07742353715002537,1.0
430000,1.4089167,0.029733755,999.0,0.6627071276307106,0.6627071276307106,1.0
440000,1.4089335,0.02963278,999.0,0.5037282978494962,0.5037282978494962,1.0
450000,1.409692,0.027986959,999.0,-2.411885446972317,-2.411885446972317,1.0
460000,1.4097956,0.022951653,999.0,0.13075270014815032,0.13075270014815032,1.0
470000,1.4103625,0.016317172,999.0,0.0,0.0,1.0
480000,1.4105276,0.011843086,999.0,0.6139640053113301,0.6139640053113301,1.0
490000,1.4107422,0.024632765,999.0,0.2512619346380234,0.2512619346380234,1.0
500000,1.4108392,0.027496386,999.0,0.6063588708639145,0.6063588708639145,1.0
510000,1.4097412,0.021227775,999.0,0.4457425344735384,0.4457425344735384,1.0
520000,1.4089776,0.026725922,999.0,0.7870400806268056,0.7870400806268056,1.0
530000,1.4082102,0.041503035,999.0,1.3901046911875408,1.3901046911875408,1.0
540000,1.4073569,0.041774906,999.0,1.0778798004612327,1.0778798004612327,1.0
550000,1.4065994,0.054273304,999.0,1.1334335054270923,1.1334335054270923,1.0
560000,1.4053954,0.06825118,999.0,2.1972500905394554,2.1972500905394554,1.0
570000,1.4049901,0.062284864,999.0,1.2731218205557928,1.2731218205557928,1.0
580000,1.4038798,0.09045285,999.0,4.007996950298548,4.007996950298548,1.0
590000,1.4034636,0.091517486,999.0,3.808356249704957,3.808356249704957,1.0
600000,1.4016241,0.15025361,999.0,4.265448018660148,4.265448018660148,1.0
610000,1.4014279,0.14067891,999.0,5.342899200816949,5.342899200816949,1.0
620000,1.3992537,0.21180658,999.0,4.371410531457514,4.371410531457514,1.0
630000,1.3992537,0.21936148,999.0,5.016922110226005,5.016922110226005,1.0
640000,1.3959,0.23254272,999.0,4.343407675127188,4.343407675127188,1.0
650000,1.3958231,0.35503787,999.0,9.057721575101217,9.057721575101217,1.0
660000,1.3938711,0.31119362,999.0,5.565137958154082,5.565137958154082,1.0
670000,1.3936068,0.37911355,999.0,5.207112803123891,5.207112803123891,1.0
680000,1.3921032,0.42187068,999.0,8.453869162748257,8.453869162748257,1.0
690000,1.3917129,0.51622576,999.0,12.615932869414488,12.615932869414488,1.0
700000,1.3906902,0.52962226,999.0,8.78130654618144,8.78130654618144,1.0
710000,1.3902003,0.5581963,999.0,13.598687716759741,13.598687716759741,1.0
720000,1.388437,0.56283695,999.0,12.313731043040752,12.313731043040752,1.0
730000,1.3871824,0.5227315,999.0,9.617261300070417,9.617261300070417,1.0
740000,1.3854326,0.48197937,999.0,4.322769171092659,4.322769171092659,1.0
750000,1.3834609,0.57030195,999.0,8.241695065051317,8.241695065051317,1.0
760000,1.3824347,0.62393445,999.0,9.281089375913144,9.281089375913144,1.0
770000,1.3807622,0.63125026,999.0,9.890771861291594,9.890771861291594,1.0
780000,1.3801324,0.6292572,999.0,7.807211854495108,7.807211854495108,1.0
790000,1.3785655,0.78111714,999.0,10.259452551603317,10.259452551603317,1.0
800000,1.3782313,0.7769441,999.0,13.764609879255294,13.764609879255294,1.0
810000,1.3765849,0.87292635,999.0,10.79595489303271,10.79595489303271,1.0
820000,1.3764193,0.83431435,999.0,6.919094569981098,6.919094569981098,1.0
830000,1.3745714,0.8266879,999.0,14.748872563242912,14.748872563242912,1.0
840000,1.3745714,0.84631395,999.0,11.728283174087604,11.728283174087604,1.0
850000,1.3729839,0.90859973,999.0,8.916850998997688,8.916850998997688,1.0
860000,1.3729571,1.0854648,999.0,14.907296354416758,14.907296354416758,1.0
870000,1.3712996,0.97501034,999.0,14.788658767938614,14.788658767938614,1.0
880000,1.3710729,0.95010227,999.0,12.667450686295828,12.667450686295828,1.0
890000,1.3696792,1.1756245,999.0,16.898009406195747,16.898009406195747,1.0
900000,1.3692874,1.0200334,999.0,16.98983869701624,16.98983869701624,1.0
910000,1.3669683,0.966459,999.0,8.711761557497084,8.711761557497084,1.0
920000,1.3658581,1.0234327,999.0,15.414112436026334,15.414112436026334,1.0
930000,1.3647125,1.1665266,999.0,12.45493152572049,12.45493152572049,1.0
940000,1.3638685,1.1233186,999.0,12.788012136239558,12.788012136239558,1.0
950000,1.3627297,1.148856,999.0,15.540382967330515,15.540382967330515,1.0
960000,1.3615419,1.4184856,999.0,18.243024369577565,18.243024369577565,1.0
970000,1.3606489,1.1537291,999.0,12.852218283547295,12.852218283547295,1.0
980000,1.3591176,1.2851484,999.0,15.961497440934181,15.961497440934181,1.0
990000,1.3588368,1.3830934,999.0,16.03444768488407,16.03444768488407,1.0
1000000,1.3581427,1.3617904,999.0,20.47085121870041,20.47085121870041,1.0
1010000,1.3579675,1.5888535,999.0,19.418030036820305,19.418030036820305,1.0
1020000,1.3571967,1.571353,999.0,24.26326760649681,24.26326760649681,1.0
1030000,1.3569994,1.5084529,999.0,25.20430052280426,25.20430052280426,1.0
1040000,1.3548456,1.6992937,999.0,19.251822476585705,19.251822476585705,1.0
1050000,1.3548456,1.7961566,999.0,26.79913686381446,26.79913686381446,1.0
1060000,1.352883,1.6332791,999.0,19.610109630972147,19.610109630972147,1.0
1070000,1.3528559,1.8497208,999.0,29.7650083899498,29.7650083899498,1.0
1080000,1.3511306,1.8713471,999.0,25.815225118398665,25.815225118398665,1.0
1090000,1.3508892,1.950621,999.0,26.20715168449614,26.20715168449614,1.0
1100000,1.3499663,2.0210354,999.0,25.103014986030757,25.103014986030757,1.0
1110000,1.3497022,2.199041,999.0,33.75024002417922,33.75024002417922,1.0
1120000,1.3483931,2.106055,999.0,29.669215306142966,29.669215306142966,1.0
1130000,1.3477975,2.3071842,999.0,30.380377266142105,30.380377266142105,1.0
1140000,1.3472887,2.2321792,999.0,27.66299882531166,27.66299882531166,1.0
1150000,1.3469149,2.4228005,999.0,32.875984624028206,32.875984624028206,1.0
1160000,1.3456545,2.3367133,999.0,31.495816767712434,31.495816767712434,1.0
1170000,1.3442858,2.430687,999.0,27.832497818602455,27.832497818602455,1.0
1180000,1.343611,2.4206772,999.0,30.589372113347054,30.589372113347054,1.0
1190000,1.3425707,2.4854472,999.0,30.650668241083622,30.650668241083622,1.0
1200000,1.342218,2.511494,999.0,30.548853731155397,30.548853731155397,1.0
1210000,1.3412851,2.5228577,999.0,31.417448747075266,31.417448747075266,1.0
1220000,1.3409956,2.6042325,999.0,30.214578402694315,30.214578402694315,1.0
1230000,1.3397242,2.6417372,999.0,31.191542096436024,31.191542096436024,1.0
1240000,1.33968,2.7059205,999.0,32.29102745950222,32.29102745950222,1.0
1250000,1.3390967,2.7377212,999.0,28.548731116784943,28.548731116784943,1.0
1260000,1.3390967,2.796531,999.0,33.39182868599892,33.39182868599892,1.0
1270000,1.337048,2.8657007,999.0,35.33072642982006,35.33072642982006,1.0
1280000,1.3370055,2.7511659,999.0,34.64258396228154,34.64258396228154,1.0
1290000,1.3361588,2.9120743,999.0,29.20031767918004,29.20031767918004,1.0
1300000,1.3360461,2.967751,999.0,33.63883082289249,33.63883082289249,1.0
1310000,1.3353688,2.8462381,999.0,32.41044523566961,32.41044523566961,1.0
1320000,1.3351771,2.9940507,999.0,26.9333304643631,26.9333304643631,1.0
1330000,1.3346317,3.0289447,999.0,32.814548178679416,32.814548178679416,1.0
1340000,1.334364,3.0985305,999.0,34.66538193821907,34.66538193821907,1.0
1350000,1.3338393,2.961129,999.0,31.318350749090314,31.318350749090314,1.0
1360000,1.333479,3.094281,999.0,35.6206096291542,35.6206096291542,1.0
1370000,1.3327044,3.1511853,999.0,35.039631919728386,35.039631919728386,1.0
1380000,1.3318387,3.1037107,999.0,31.94499245285988,31.94499245285988,1.0
1390000,1.3306798,3.129097,999.0,32.799253679811954,32.799253679811954,1.0
1400000,1.3288767,3.2300959,999.0,38.3105279525121,38.3105279525121,1.0
1410000,1.3284256,3.21308,999.0,35.74473416805267,35.74473416805267,1.0
1420000,1.3272083,3.1859584,999.0,35.73362469673157,35.73362469673157,1.0
1430000,1.3270086,3.0859964,999.0,30.226919216103852,30.226919216103852,1.0
1440000,1.3261412,3.23337,999.0,33.629725217819214,33.629725217819214,1.0
1450000,1.326031,3.1594532,999.0,32.5663161435061,32.5663161435061,1.0
1460000,1.3248156,3.1851778,999.0,33.52951041609049,33.52951041609049,1.0
1470000,1.3248158,3.0527782,999.0,32.84155731648207,32.84155731648207,1.0
1480000,1.3238198,3.1525102,999.0,29.572418824831644,29.572418824831644,1.0
1490000,1.3238031,3.2207649,999.0,34.58855154779222,34.58855154779222,1.0
1500000,1.3234018,3.1150792,999.0,28.813532300293446,28.813532300293446,1.0
1510000,1.3233459,3.2871847,999.0,38.65759404748678,38.65759404748678,1.0
1520000,1.3223275,3.2232854,999.0,36.132644562919936,36.132644562919936,1.0
1530000,1.3220607,3.1862605,999.0,30.94435296373235,30.94435296373235,1.0
1540000,1.3205743,3.1513755,999.0,28.213128360919654,28.213128360919654,1.0
1550000,1.3198599,3.2736435,999.0,35.91958200931549,35.91958200931549,1.0
1560000,1.319509,3.27003,999.0,34.837608110904696,34.837608110904696,1.0
1570000,1.3192691,3.2414958,999.0,36.745355589522255,36.745355589522255,1.0
1580000,1.3188411,3.2602735,999.0,38.37377315014601,38.37377315014601,1.0
1590000,1.3183631,3.3725417,999.0,40.96217743307352,40.96217743307352,1.0
1600000,1.317981,3.3446922,999.0,36.5800879518191,36.5800879518191,1.0
1610000,1.3173515,3.4258575,999.0,37.55292182498508,37.55292182498508,1.0
1620000,1.3171779,3.346618,999.0,33.70679638907313,33.70679638907313,1.0
1630000,1.3167503,3.3051264,999.0,36.58307693898678,36.58307693898678,1.0
1640000,1.316675,3.3394654,999.0,31.847620781262716,31.847620781262716,1.0
1650000,1.3163012,3.252472,999.0,29.056579162677128,29.056579162677128,1.0
1660000,1.3162171,3.3183632,999.0,33.06864024326205,33.06864024326205,1.0
1670000,1.3152697,3.3565822,999.0,34.490772008895874,34.490772008895874,1.0
1680000,1.3152697,3.3121605,999.0,34.40465164681276,34.40465164681276,1.0
1690000,1.3136615,3.388184,999.0,36.43060545126597,36.43060545126597,1.0
1700000,1.3136313,3.4406905,999.0,36.42426140606403,36.42426140606403,1.0
1710000,1.3129745,3.3386168,999.0,35.284006997942924,35.284006997942924,1.0
1720000,1.3128884,3.4259124,999.0,35.655373220145705,35.655373220145705,1.0
1730000,1.3124167,3.4189324,999.0,36.92485499382019,36.92485499382019,1.0
1740000,1.3122828,3.3836646,999.0,37.227083906531334,37.227083906531334,1.0
1750000,1.3122036,3.5390427,999.0,35.48436063528061,35.48436063528061,1.0
1760000,1.3121636,3.3653839,999.0,38.92484620610873,38.92484620610873,1.0
1770000,1.3116624,3.444717,999.0,36.81545220481025,36.81545220481025,1.0
1780000,1.3112814,3.4863153,999.0,35.210297137498856,35.210297137498856,1.0
1790000,1.3103218,3.4306839,999.0,40.21187471598387,40.21187471598387,1.0
1800000,1.309337,3.3726282,999.0,31.77142856915792,31.77142856915792,1.0
1810000,1.3090422,3.4563644,999.0,32.51089149382379,32.51089149382379,1.0
1820000,1.3085467,3.4519882,999.0,31.87740304833278,31.87740304833278,1.0
1830000,1.3081466,3.4472153,999.0,40.59588631987572,40.59588631987572,1.0
1840000,1.3071563,3.3421476,999.0,30.934432876110076,30.934432876110076,1.0
1850000,1.3070023,3.472671,999.0,37.91937323080169,37.91937323080169,1.0
1860000,1.3063314,3.4389186,999.0,34.93035173974931,34.93035173974931,1.0
1870000,1.3062907,3.432494,999.0,40.158974431455135,40.158974431455135,1.0
1880000,1.3058684,3.376351,999.0,35.10919154485067,35.10919154485067,1.0
1890000,1.3058684,3.6122227,999.0,45.06071813901266,45.06071813901266,1.0
1900000,1.305809,3.5272465,999.0,37.93985914438963,37.93985914438963,1.0
1910000,1.3058083,3.5398629,999.0,37.484057921916246,37.484057921916246,1.0
1920000,1.3047618,3.3670354,999.0,33.77806375424067,33.77806375424067,1.0
1930000,1.3046181,3.524385,999.0,35.18388917711046,35.18388917711046,1.0
1940000,1.3035986,3.5408065,999.0,38.0418369397521,38.0418369397521,1.0
1950000,1.3033116,3.5377426,999.0,37.43413865566254,37.43413865566254,1.0
1960000,1.3022134,3.577495,999.0,37.74107401371002,37.74107401371002,1.0
1970000,1.3017223,3.6292484,999.0,37.85703154404958,37.85703154404958,1.0
1980000,1.3014044,3.587415,999.0,33.5069420915097,33.5069420915097,1.0
1990000,1.3011702,3.6531317,999.0,41.33421543240547,41.33421543240547,1.0
2000000,1.3007648,3.7441833,999.0,37.68276940981547,37.68276940981547,1.0
2010000,1.3003285,3.7778378,999.0,43.07135587268405,43.07135587268405,1.0
2020000,1.300244,3.6568444,999.0,39.67689836025238,39.67689836025238,1.0
2030000,1.3001138,3.5386515,999.0,28.73248177021742,28.73248177021742,1.0
2040000,1.2999514,3.6245208,999.0,35.40515067577362,35.40515067577362,1.0
2050000,1.2995222,3.72683,999.0,41.22619893815782,41.22619893815782,1.0
2060000,1.2995152,3.5291543,999.0,32.860253162682056,32.860253162682056,1.0
2070000,1.2994827,3.6003206,999.0,36.567067351192236,36.567067351192236,1.0
2080000,1.2995077,3.677567,999.0,40.40947348078092,40.40947348078092,1.0
2090000,1.2998512,3.6103604,999.0,34.0926288763682,34.0926288763682,1.0
2100000,1.2998512,3.6760964,999.0,40.94750754535198,40.94750754535198,1.0
2110000,1.2996476,3.5411308,999.0,36.85262422263622,36.85262422263622,1.0
2120000,1.2996404,3.6191602,999.0,35.805145649115246,35.805145649115246,1.0
2130000,1.2994331,3.6704888,999.0,36.747474544578125,36.747474544578125,1.0
2140000,1.2994058,3.6726513,999.0,35.254925828427076,35.254925828427076,1.0
2150000,1.2992451,3.7204492,999.0,31.601149022579193,31.601149022579193,1.0
2160000,1.2991956,3.6764774,999.0,36.27759964466095,36.27759964466095,1.0
2170000,1.2985189,3.6432624,999.0,38.164051082399155,38.164051082399155,1.0
2180000,1.2981933,3.7100875,999.0,38.010777130723,38.010777130723,1.0
2190000,1.2975649,3.4952497,999.0,32.407486975193024,32.407486975193024,1.0
2200000,1.2971356,3.6391432,999.0,33.052983804543814,33.052983804543814,1.0
2210000,1.2971174,3.6385512,999.0,36.40799759493934,36.40799759493934,1.0
2220000,1.2971007,3.5770173,999.0,28.234995860606432,28.234995860606432,1.0
2230000,1.2969601,3.7209692,999.0,36.14508135616779,36.14508135616779,1.0
2240000,1.2967354,3.6482925,999.0,38.93919323285421,38.93919323285421,1.0
2250000,1.2966273,3.6269672,999.0,38.58135127358966,38.58135127358966,1.0
2260000,1.2963327,3.6941185,999.0,37.430008605122566,37.430008605122566,1.0
2270000,1.2963768,3.687001,999.0,34.934687092900276,34.934687092900276,1.0
2280000,1.2965754,3.692653,999.0,38.80780529975891,38.80780529975891,1.0
2290000,1.2965018,3.549274,999.0,29.337467485004,29.337467485004,1.0
2300000,1.2956694,3.7429893,999.0,45.93981319665909,45.93981319665909,1.0
2310000,1.2956694,3.6186056,999.0,32.79363790154457,32.79363790154457,1.0
2320000,1.2941513,3.8303392,999.0,40.20254836877187,40.20254836877187,1.0
2330000,1.2941221,3.7616105,999.0,40.25812257991897,40.25812257991897,1.0
2340000,1.2932193,3.7234864,999.0,37.093271754682064,37.093271754682064,1.0
2350000,1.2930944,3.7816281,999.0,40.72276446223259,40.72276446223259,1.0
2360000,1.2927854,3.711244,999.0,37.84499306504925,37.84499306504925,1.0
2370000,1.2927086,3.7396946,999.0,36.97193161646525,36.97193161646525,1.0
2380000,1.292339,3.7466881,999.0,33.41716492176056,33.41716492176056,1.0
2390000,1.2921618,3.6505985,999.0,37.52913333103061,37.52913333103061,1.0
2400000,1.292093,3.7962334,999.0,36.991429175436494,36.991429175436494,1.0
2410000,1.2920455,3.881047,999.0,41.69051477644179,41.69051477644179,1.0
2420000,1.2918603,3.8870246,999.0,41.971301198005676,41.971301198005676,1.0
2430000,1.2916514,3.9905837,999.0,43.06081564724445,43.06081564724445,1.0
2440000,1.2917266,3.873993,999.0,40.271781202157335,40.271781202157335,1.0
2450000,1.2918522,3.9440308,999.0,41.06796157442861,41.06796157442861,1.0
2460000,1.2918472,4.0137634,999.0,44.311005644500256,44.311005644500256,1.0
2470000,1.2918378,3.94466,999.0,45.01291251182556,45.01291251182556,1.0
2480000,1.2917763,3.9192934,999.0,40.30220113098621,40.30220113098621,1.0
2490000,1.2914698,4.0008125,999.0,40.54140955872006,40.54140955872006,1.0
2500000,1.2914786,4.1070633,999.0,42.612187162041664,42.612187162041664,1.0
2510000,1.2915847,4.0570283,999.0,44.871151477098465,44.871151477098465,1.0
2520000,1.2915848,4.1028705,999.0,41.23871520757675,41.23871520757675,1.0
2530000,1.2914801,4.108452,999.0,39.77462434768677,39.77462434768677,1.0
2540000,1.2914779,4.16353,999.0,41.73672640323639,41.73672640323639,1.0
2550000,1.291225,4.027542,999.0,43.38098366558552,43.38098366558552,1.0
2560000,1.2911919,4.1215124,999.0,38.72275930345059,38.72275930345059,1.0
2570000,1.2906922,4.1546526,999.0,46.47473363081614,46.47473363081614,1.0
2580000,1.29055,4.0833454,999.0,41.6522436067462,41.6522436067462,1.0
2590000,1.2905674,4.0579743,999.0,40.84101851284504,40.84101851284504,1.0
2600000,1.2905753,4.019647,999.0,39.78557319243749,39.78557319243749,1.0
2610000,1.2899895,4.0685754,999.0,41.09154794282384,41.09154794282384,1.0
2620000,1.289551,4.006643,999.0,34.790964752435684,34.790964752435684,1.0
2630000,1.2892603,4.0345063,999.0,35.18807266606018,35.18807266606018,1.0
2640000,1.2889626,4.049879,999.0,39.08748513857524,39.08748513857524,1.0
2650000,1.2887632,4.178616,999.0,45.48038880030314,45.48038880030314,1.0
2660000,1.2884223,4.1331835,999.0,41.33342334628105,41.33342334628105,1.0
2670000,1.2882332,4.002717,999.0,40.36950857937336,40.36950857937336,1.0
2680000,1.2877654,4.00914,999.0,38.69905992249648,38.69905992249648,1.0
2690000,1.2877963,4.1548095,999.0,42.464686850706734,42.464686850706734,1.0
2700000,1.2879397,4.1268435,999.0,36.73329044692218,36.73329044692218,1.0
2710000,1.2879233,4.1158967,999.0,44.660500913858414,44.660500913858414,1.0
2720000,1.2877433,3.973627,999.0,37.858654435475664,37.858654435475664,1.0
2730000,1.2877433,4.096692,999.0,41.673000203238594,41.673000203238594,1.0
2740000,1.286326,4.0095263,999.0,37.90030190348625,37.90030190348625,1.0
2750000,1.2862971,4.018983,999.0,38.94912015274167,38.94912015274167,1.0
2760000,1.2853197,3.9654183,999.0,40.39613429705302,40.39613429705302,1.0
2770000,1.2851866,3.9783027,999.0,40.85910591814253,40.85910591814253,1.0
2780000,1.2848511,4.0058956,999.0,42.13003148138523,42.13003148138523,1.0
2790000,1.284755,4.0466914,999.0,41.06858635414392,41.06858635414392,1.0
2800000,1.2849845,3.9897645,999.0,39.65482742885749,39.65482742885749,1.0
2810000,1.2850891,4.115029,999.0,42.74252957767911,42.74252957767911,1.0
2820000,1.2849085,4.0768876,999.0,43.2210845798254,43.2210845798254,1.0
2830000,1.2847711,4.109637,999.0,40.98208065703511,40.98208065703511,1.0
2840000,1.2845443,4.084976,999.0,41.27044814179341,41.27044814179341,1.0
2850000,1.2843043,4.1344957,999.0,43.372034867604576,43.372034867604576,1.0
2860000,1.2842735,4.1100082,999.0,37.240607768297195,37.240607768297195,1.0
2870000,1.2842244,4.1586466,999.0,47.06197790056467,47.06197790056467,1.0
2880000,1.284038,4.222604,999.0,44.89959346850713,44.89959346850713,1.0
2890000,1.2835371,4.20046,999.0,42.53947235478295,42.53947235478295,1.0
2900000,1.2834859,4.2054815,999.0,47.83800242096186,47.83800242096186,1.0
